Id,toxic,severe_toxic,obscene,threat,insult,identity_hate
149643,0.382366961796,0.00843708732661,0.00593232389494,0.0047012375875,0.0757785885366,0.0332358425961
47534,0.00282912520144,0.000658397207665,0.0016913355894,0.000131296066508,0.00231158754634,0.00216025660036
85727,0.103539719319,0.0248330961092,0.0667292007686,0.000263147748945,0.0879572237904,0.00267690894049
113289,0.00129364814684,0.000283577241202,0.001299128592,0.000181270037928,0.000545980892416,6.60509701149e-05
74735,0.0421015493862,0.001591520303,0.00183583359714,0.000736263634727,0.00201144385199,0.00218288504359
130286,0.0118513219319,0.000695010200587,0.00764821647312,4.94103731751e-05,0.00234094730261,0.000892276269309
146720,0.014282581943,0.0114366871816,0.0151091331545,0.00171638723713,0.0138313868343,0.00108743931577
103007,0.105070959346,0.00576270094141,0.00751667542241,0.00609193283058,0.00517473842905,0.0588689061439
32026,0.000353102271245,0.000303466126335,0.0026924726079,0.000197812258075,0.000435794794534,0.000867484356096
80351,0.033318580134,0.00271267365201,0.00969628718716,0.0110314719494,0.00907278811374,0.00877403894501
156452,0.0101837069019,0.00246157933342,0.0199993108769,0.00182792351858,0.00972569279131,0.00189541857512
67153,0.00536660478603,0.000677031149871,0.0075482364029,0.000540661224772,0.00723409926341,0.00120506504704
59930,0.11944958599,0.00122968214824,0.0589236244437,0.000507143865308,0.102512562384,0.0205834900442
135864,0.000552967968722,0.000406534418998,0.000551222815898,2.89952612004e-05,0.000452519899878,0.000440479123359
64516,0.00674320497569,0.00201283289861,0.00864979028904,0.00155308939763,0.00847044974031,0.000880272430341
6690,0.571557804887,0.0304406285962,0.186499575302,0.0042050735638,0.340650586846,0.00140730352815
96819,0.115667078364,0.000839076544302,0.0241566620704,0.000259504265003,0.0516209653024,0.00585911390864
7145,0.00554185432299,0.00106891372824,0.0012122906127,5.17252059413e-05,0.00616013947467,0.0053945089978
120948,0.00470593318512,0.000377772269744,0.00410521896898,0.000745010386112,0.00238697465719,0.0104909806313
133022,0.0108040090976,0.000552557061694,0.00847169919056,1.79762453111e-05,0.00335256246566,0.000230789466748
102293,0.0323455517057,0.0018968948023,0.00304778899938,0.00232465439934,0.0263691305266,0.00156445764845
130243,0.723821569572,0.0317098708236,0.299367996543,0.001801002273,0.533907587739,0.886977666483
78504,0.436910381541,0.00217211484417,0.00688785121933,0.000138323230302,0.215874197233,0.00834902677237
12689,0.0268428716699,0.00245352464721,0.0129649318669,0.00112896467092,0.0550223561385,0.0181742200452
32556,0.000780714299768,0.00878845029833,0.000672587692277,0.000165558863436,0.000652139233371,0.000474940966188
15081,0.165423917974,0.00341757337915,0.0727556051307,0.00430015691469,0.273771243492,0.0177302526462
96845,0.999999981,0.957622653063,0.999999972684,0.00828837864963,0.992137369151,0.246066503147
112484,0.238895254217,0.0220875491428,0.0843081404538,0.00332489221097,0.187810594529,0.00677685645896
89481,0.00219934026785,0.00274314900425,0.0127352457478,0.000287311063487,0.00636230388508,0.00362186668816
128110,0.0261968569875,0.000924524519884,0.0201968424171,0.00269656948287,0.0403529696939,0.0376219189841
144031,0.0596173417697,0.00239317931672,0.0343171947179,0.00013817080625,0.02250009552,0.00531568551597
66873,0.00123475834232,0.000746011695599,0.00882746639914,0.000200899132112,0.00232240248233,0.00039837980647
90094,0.00153364967387,0.00315639860377,0.00275904594341,0.00108637765818,0.000552004424638,0.00178305330612
117191,0.00172643606178,0.000693718164725,0.00453137564888,8.72842375315e-05,0.00112423335423,0.000399241886008
138418,0.0409382927597,0.00133532163957,0.0018869954071,0.00102017998977,0.0175447527985,0.00209825070077
88416,0.00449046965976,0.00230352635936,0.00219835397619,0.000257760992894,0.00120961956503,0.000268312861074
35985,0.999869847936,0.979487387149,0.999902220712,0.000628509336266,0.899976288405,0.00561157265626
124934,0.244344337752,0.00442160313968,0.0168480731431,0.00936764511417,0.0135898018651,0.00285493817175
145513,0.894832802303,0.00654699411018,0.0439695111495,0.000509773310967,0.648413304928,0.0037896476549
116526,0.999996854701,0.269052879652,0.999675756503,0.00298730658324,0.999992124465,0.0966512788945
110561,0.999636476142,0.00425000988499,0.975988300604,0.0058020151845,0.982100723745,0.168196895919
105131,0.0839048230631,0.0195834981504,0.00838999513102,0.00423580413963,0.00675706882015,0.0096023973861
88477,0.00242212815984,4.42646434819e-05,0.00163542431069,6.64878309248e-05,0.001262903098,0.0007061461853
71629,0.0113166298092,0.00138014531318,0.00208118826779,0.000553919955186,0.00535004517967,0.000705643973585
90098,0.00183693888441,0.00191443822234,0.00903954937488,0.00036149826904,0.00272803879332,0.00292199819266
99814,0.021689298475,0.000718996182549,0.00802008357572,0.000938995068734,0.00665718852212,0.00283504302939
97943,0.0178530564705,0.000859096872158,0.0323487185817,0.000577177911902,0.0203973185494,0.000321641735685
91633,0.274283941414,0.000508910349436,0.0913424634967,0.0010432407464,0.0549442159473,0.0268859480693
92228,0.0090514385207,0.000280589691346,0.00258325245516,0.00028790373042,0.00258829942435,0.000302668508694
58252,0.543280611069,0.012377458913,0.0257792324378,0.00130667410178,0.0481932198879,0.000503403155065
75765,0.0125538733307,0.000315768413573,0.00832709374744,0.000993135550285,0.0231601915522,0.00072838937094
22555,0.0011874882065,0.00152537388675,0.00436709796828,0.000534723136919,0.00365737666717,0.00267232148169
97394,0.0103134672094,0.0223497845509,0.00692438033707,0.00155032019464,0.009137409441,0.00107428611817
112612,0.00948316911177,0.00403002154856,0.00578075273579,0.00016140880131,0.00883229774734,0.00975435913411
59888,0.0182939813253,0.00122066908488,0.00765983889347,0.00193517389986,0.0235518279455,0.00219575836846
75639,0.0322391293672,0.00301453376233,0.00737740317643,0.00206423695624,0.0045510510971,0.0980900597081
104502,0.00221628140197,0.000334660379342,0.00416209799739,0.000280818502106,0.00414829801346,0.000773596621424
153853,0.0819991830935,0.000336732270165,0.0159743659653,0.000569254126408,0.030452661993,0.0024648517618
46055,0.00780519352413,0.00575878615968,0.0150181234575,0.0019040431338,0.00658937258996,0.0248817135618
22231,0.000742349946778,1.37500419764e-05,0.000582674972595,3.60922012828e-05,0.000395955160966,4.81970558047e-05
95653,0.00117422187191,0.000125225401167,0.000668988130658,4.41077401273e-05,0.000429634650277,0.000202381715844
146521,0.0114583348823,0.000690366037178,0.0162869231746,0.000274627741669,0.0281463277486,0.00115908983425
10325,0.0225960926865,0.00404433687686,0.00577370081334,7.40978758253e-05,0.0143027563258,0.00241102305706
61697,0.433451338378,0.00505843850988,0.173786196471,0.000968392337214,0.351968252248,0.00596822204977
112360,0.0178439731283,0.00208180333949,0.0040064526644,0.00182182417559,0.0162937220936,0.000745040816526
11152,0.766486982367,0.0168744001851,0.189972060036,0.000732288097284,0.732952659987,0.0149090229794
26066,0.0294767350774,0.00323262578565,0.00644429706207,0.00306428561779,0.00239548851902,0.00264682625366
102147,0.104938521328,0.0567470421432,0.0504749407014,0.00191258506527,0.0209891201632,0.0472139993037
48785,0.0416416291477,0.000833122415997,0.00540583937237,0.000269991043267,0.00103030378852,0.000537058075386
42821,0.0441719006154,0.00550069588038,0.013011012101,0.00113514711412,0.0189138837982,0.00185438135852
61241,0.00244127907092,0.00106566314663,0.000627248857749,0.000603732739698,0.00660836899566,0.0018793770275
126114,0.0627969301073,0.00226252397404,0.00463448781759,0.00113252405779,0.0130484493258,0.00640600504799
131144,0.0394118277951,0.00214689014479,0.00785578712055,0.000310888675347,0.0131329091816,0.00515123971644
36533,0.0698299865853,0.00706109055767,0.00968961418813,0.0126137133194,0.00263593691313,0.000838001927852
123903,0.000319512836486,0.000377357484716,0.0253474709753,0.000224398961017,0.00991050061167,0.000171100064342
146661,0.00106284787537,9.3764025075e-05,0.000621954593608,8.63737509633e-05,0.000793499223829,3.72861182993e-05
137336,0.0432817965784,0.00127720584856,0.00127447841079,0.000282222894517,0.00380890171602,0.000766823830439
5446,0.0122714485487,0.00105189810746,0.00818506565984,0.00135392546833,0.00262379941934,0.00209837266555
33205,0.0206669121188,0.000343730903159,0.0285895490235,0.000439714323762,0.00854435676904,0.000772843343353
87811,0.115735114736,0.00253998720868,0.0230765521792,0.000321340945589,0.00684640670267,0.00390657784661
138924,0.00843201314572,0.0010699014565,0.00553520748895,0.00123139747342,0.00423834735574,0.000539917520693
125977,0.0369310081326,0.000251328436585,0.00197917531938,0.000541433638839,0.00626034963466,0.00230992194364
113513,0.226064261182,0.00580256244595,0.00559390974794,0.00189986807297,0.00611585809567,0.00837045517502
46761,0.00687988754044,0.00406338754465,0.0118654013881,0.000604187866667,0.0391529780143,0.000995984626853
130332,0.999744696923,0.607549669819,0.882272299685,0.00918612521776,0.99670406601,0.999853718887
21463,0.00107729036528,0.00192128873966,0.00383831379,0.00102071919343,0.0087583087635,0.000135775462503
91224,0.0138812297333,0.002261091437,0.00562813829973,0.000212309090516,0.0135018685005,0.0010336188127
58021,0.00234101941584,0.000492735397143,0.00268978386172,0.000466470328402,0.0025605364028,0.00201171554638
81969,0.22508973795,0.00761570875462,0.0718426780299,0.0089918741852,0.0889432508369,0.00362292084287
103332,0.00573483138552,0.000402334151604,0.0248901980634,0.000591771006245,0.0107063936926,0.0540865217956
31452,0.141268603031,0.0128641736011,0.01083123602,0.00223542508438,0.0320718206752,0.861637627897
29722,0.00346400972318,0.000415198814253,0.00455349727805,0.000203601947282,0.0012412422055,0.000148859282216
69327,0.0017989308992,0.000291131975101,0.0017431657585,0.000288499698525,0.00114065448,0.000132859477845
27271,0.0786237555628,0.00162246328833,0.0175105505258,0.00101382281175,0.0170643012657,0.00100121986039
57924,0.0373050034165,0.000988317555768,0.0239688209746,0.00508325627218,0.0557014656515,0.00273201212472
113629,0.230809775385,0.000641119939371,0.0113251445968,0.00172883174156,0.012495234361,0.000202633195472
9144,0.00573922825837,0.00117566841629,0.00476238126416,0.000101284924259,0.00244661482424,0.00111778329768
118831,0.101749252726,0.0110342491334,0.014930701707,0.00106439534282,0.0458623999477,0.00561167844137
17660,0.00116165661759,0.000302006793765,0.00100294172423,0.000221012660867,0.00131224063471,0.000118591381731
27808,0.467137769135,0.012058464942,0.0653144133445,0.00903063336474,0.0496142072436,0.0075723785809
153144,0.00696889898684,6.1150324293e-05,0.000326855940231,2.37073401995e-05,0.00124380682808,0.000553691442709
1737,0.232666197783,0.0030947879101,0.011411039166,0.0075853014058,0.0167874321721,0.000324650312488
37200,0.0195498653726,0.00051432664803,0.00670951741203,0.0004509101089,0.00292283202083,0.000503831889563
32154,0.999999999993,0.999989322698,0.999999999998,0.00978840536597,0.99999999498,0.852497107968
39849,0.219043435494,0.0117984685864,0.0142679794095,0.00269955837727,0.0571815230465,0.00186004090872
2086,0.00112880237714,0.000249055316119,0.00461574328366,0.000152413823443,0.00156255667549,0.000233174258414
76954,0.00815072689384,0.000641876503297,0.0163927393437,0.000178764779585,0.0191928971545,0.0042628631916
10908,0.00121906039511,6.58475391628e-05,0.00165810735002,0.000280406351289,0.00545897370441,0.000218116030564
111155,0.0149583084792,0.0013941393078,0.01295301963,0.000151999009003,0.00309917730619,0.000863980069067
143005,0.603395806717,0.000964913722414,0.00724225435517,0.00132011683041,0.09011245983,0.00338041924901
132608,0.00908451397426,0.0111771369897,0.013522702702,0.00228283430621,0.0335889949975,0.00584024248542
38554,0.0201109399301,0.00254382597487,0.0103509641671,0.000414981721376,0.0212317855287,0.00360106429943
7699,0.31398438424,0.0063159232827,0.0147981946363,0.00321410387202,0.0101814334511,0.0149047007591
131155,0.00784762310929,0.00168630882646,0.0136322364478,0.000623189946401,0.00736970273594,0.00153569307024
114049,0.0633157980129,0.00250542993674,0.00835319910333,0.000428073324481,0.00540376917255,0.00320659207931
75746,0.219489323616,0.0234399567105,0.0240072298942,0.00120888141266,0.00558821442414,0.000506458339818
70381,0.0131828271906,0.00288893777518,0.0217217117588,0.000441413787045,0.0242159022262,0.00583299292777
133465,0.999935479106,0.0361135176991,0.999707299317,0.025945197953,0.96072139505,0.0050253619357
63721,0.000446584656536,0.000157850868241,0.00158280246274,5.07675476522e-05,0.000448047202366,0.000102177693409
53185,0.170134786908,0.000779250810511,0.0140352272198,0.00774773499551,0.00648588645937,0.0399172189484
132837,0.000560057222061,9.73055630859e-05,0.000655114960616,9.51780087917e-05,0.000472067866787,5.90654797609e-05
